trial_id,participant_id,age,gender,height_cm,weight_kg,surface,shoes,false_start,total_time_sec,performance_band,timestamp_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,split_1_sec,split_2_sec,split_3_sec,split_4_sec,max_velocity_ms,avg_velocity_ms,stride_length_cm,stride_frequency_hz,avg_turn_time_ms,change_of_direction_deficit,acceleration_time_sec,deceleration_time_sec,reaction_time_ms,fatigue_index,coordination_score,balance_score,agility_rating,knee_lift_angle_deg,arm_swing_amplitude_deg,body_lean_angle_deg,foot_strike_pattern,balance_recovery_time_ms,hr_baseline_bpm,hr_peak_bpm,hr_recovery_30s_bpm
SH0889,P889,33,M,177.1,54.9,gym_floor,spikes,0,10.77,Very Good,1704106440000,2.26,1.03,10.16,0.759,-0.043,-0.967,2.48,2.84,2.66,2.79,4.11,3.72,148.0,4.3,548.0,0.58,1.43,0.98,184.0,0.3,7.6,9.3,6.0,74.0,100.0,23.0,heel,384.0,65.0,142.0,112.0
SH0890,P890,33,M,183.5,74.1,synthetic_track,cross_trainers,0,11.41,Very Good,1704106470000,-2.37,0.63,9.97,0.463,-0.327,0.308,2.96,2.84,2.96,2.64,3.06,3.51,157.0,4.0,538.0,0.19,1.63,1.37,174.0,0.3,8.5,6.2,10.0,79.0,98.0,11.0,forefoot,358.0,77.0,136.0,119.0
SH0891,P891,20,F,161.8,68.3,rubberized_floor,spikes,0,12.44,Good,1704106500000,-0.67,0.08,9.71,-0.054,0.397,-0.438,3.34,2.95,3.17,2.98,3.31,3.21,178.0,3.8,468.0,0.19,1.46,1.29,225.0,0.32,7.4,8.9,9.1,71.0,111.0,20.0,forefoot,182.0,73.0,139.0,114.0
SH0892,P892,24,M,164.2,68.9,gym_floor,turf_shoes,0,12.04,Good,1704106530000,1.91,0.71,9.13,-0.168,0.168,0.947,2.7,3.09,3.2,3.04,2.9,3.32,198.0,3.3,500.0,0.47,1.94,0.85,290.0,0.23,7.7,9.7,6.8,63.0,107.0,14.0,forefoot,262.0,70.0,129.0,112.0
SH0893,P893,30,F,161.4,72.1,gym_floor,cross_trainers,0,15.11,Below Average,1704106560000,-0.91,-1.49,10.32,0.417,-0.393,0.484,4.14,3.87,3.51,3.59,2.14,2.65,143.0,3.6,502.0,0.34,1.34,1.15,235.0,0.28,7.7,9.8,9.7,65.0,93.0,23.0,midfoot,157.0,71.0,149.0,127.0
SH0894,P894,34,M,178.4,45.0,rubberized_floor,cross_trainers,0,11.6,Good,1704106590000,-1.16,1.17,10.19,-0.155,-0.469,-0.128,2.59,2.85,2.74,3.42,3.01,3.45,181.0,3.1,499.0,0.37,1.82,1.37,260.0,0.13,8.8,6.4,6.4,76.0,139.0,22.0,midfoot,358.0,72.0,142.0,120.0
SH0895,P895,31,F,150.8,64.6,gym_floor,basketball_shoes,0,16.0,Below Average,1704106620000,-0.73,0.25,9.62,0.068,-0.377,-0.144,4.15,3.74,4.23,3.87,2.81,2.5,171.0,4.1,564.0,0.33,1.81,1.09,218.0,0.35,8.9,9.5,9.6,64.0,86.0,17.0,midfoot,146.0,69.0,113.0,86.0
SH0896,P896,34,M,167.3,75.3,gym_floor,turf_shoes,0,13.03,Average,1704106650000,-0.61,1.48,9.83,0.504,0.17,1.175,3.36,3.17,3.22,3.27,3.47,3.07,173.0,4.3,570.0,0.48,1.29,0.95,270.0,0.37,6.1,6.0,6.9,74.0,114.0,20.0,heel,374.0,61.0,111.0,95.0
SH0897,P897,18,M,187.0,79.9,gym_floor,spikes,0,11.2,Very Good,1704106680000,-0.24,1.5,8.5,-0.625,-0.198,-1.139,3.03,3.0,2.76,2.41,3.97,3.57,198.0,3.9,438.0,0.31,1.84,0.98,170.0,0.07,7.1,8.6,7.6,88.0,121.0,15.0,midfoot,223.0,74.0,151.0,119.0
SH0898,P898,31,F,158.9,78.1,gym_floor,spikes,0,15.2,Below Average,1704106710000,-0.43,0.44,9.02,-0.104,-0.29,-1.108,3.95,3.6,3.53,4.12,2.72,2.63,154.0,4.2,493.0,0.12,1.48,1.2,293.0,0.15,6.5,6.9,8.1,77.0,104.0,23.0,forefoot,270.0,77.0,156.0,127.0
SH0899,P899,30,M,164.6,48.7,rubberized_floor,spikes,0,11.34,Very Good,1704106740000,1.2,0.96,9.33,0.347,0.416,1.01,2.83,2.68,2.87,2.96,3.82,3.53,179.0,3.8,484.0,0.12,1.25,0.87,194.0,0.07,6.6,10.0,7.4,82.0,119.0,11.0,heel,340.0,65.0,124.0,100.0
SH0900,P900,17,F,150.4,68.7,gym_floor,spikes,0,14.41,Below Average,1704106770000,-1.95,-0.25,9.36,-0.05,0.361,-0.676,3.36,3.52,3.46,4.06,2.33,2.78,130.0,3.8,462.0,0.11,1.97,1.0,262.0,0.34,8.8,9.2,7.1,68.0,140.0,8.0,forefoot,334.0,64.0,132.0,100.0
SH0901,P901,15,F,161.8,63.8,rubberized_floor,turf_shoes,0,13.4,Average,1704106800000,-1.41,0.04,9.8,-0.067,0.067,-0.201,3.22,3.52,3.11,3.55,3.01,2.98,143.0,3.1,608.0,0.14,1.73,1.03,258.0,0.27,9.5,8.1,7.2,88.0,119.0,11.0,midfoot,217.0,69.0,146.0,124.0
SH0902,P902,16,F,164.8,45.0,gym_floor,turf_shoes,0,13.23,Average,1704106830000,-2.03,-0.14,9.69,-0.148,-0.109,0.769,3.62,3.15,3.16,3.31,2.45,3.02,172.0,4.4,605.0,0.21,1.25,0.85,218.0,0.25,7.0,9.0,8.0,91.0,85.0,20.0,heel,164.0,77.0,145.0,129.0
SH0903,P903,27,F,165.8,45.0,rubberized_floor,spikes,0,13.37,Average,1704106860000,-1.34,0.53,9.03,-0.177,-0.131,0.413,3.43,3.47,3.43,3.05,2.5,2.99,151.0,3.1,390.0,0.58,1.33,1.2,197.0,0.06,9.7,8.8,6.9,81.0,117.0,20.0,forefoot,345.0,75.0,120.0,98.0
SH0904,P904,19,F,164.0,57.3,concrete,cross_trainers,0,14.01,Below Average,1704106890000,-1.92,-1.24,10.06,-0.55,-0.328,0.794,3.9,3.35,3.34,3.42,2.98,2.86,128.0,4.0,582.0,0.37,1.29,1.02,252.0,0.05,6.7,7.3,9.8,69.0,81.0,20.0,forefoot,398.0,75.0,135.0,104.0
SH0905,P905,17,F,154.9,66.1,rubberized_floor,spikes,0,14.49,Below Average,1704106920000,-0.24,-0.96,8.95,-0.35,-0.49,1.001,3.52,3.75,3.54,3.68,2.97,2.76,172.0,4.3,667.0,0.55,1.2,0.98,188.0,0.3,6.5,7.8,8.0,69.0,131.0,11.0,forefoot,287.0,72.0,115.0,83.0
SH0906,P906,21,M,185.9,82.0,synthetic_track,spikes,0,10.75,Very Good,1704106950000,1.84,0.14,10.32,0.557,0.458,0.841,2.55,2.62,2.77,2.82,4.2,3.72,169.0,3.1,589.0,0.17,1.8,1.0,175.0,0.08,8.0,9.1,9.0,81.0,124.0,11.0,forefoot,361.0,79.0,137.0,120.0
SH0907,P907,31,M,168.2,60.8,concrete,cross_trainers,0,12.12,Good,1704106980000,0.42,-1.13,10.28,0.192,0.097,1.169,3.04,2.9,3.13,3.06,3.47,3.3,142.0,4.0,546.0,0.33,1.75,1.09,160.0,0.29,9.9,7.3,9.9,76.0,129.0,21.0,midfoot,128.0,76.0,125.0,109.0
SH0908,P908,25,F,150.7,56.9,grass,running_shoes,0,15.35,Below Average,1704107010000,1.21,-0.84,8.73,0.234,0.484,0.242,3.76,4.06,4.13,3.41,2.8,2.61,132.0,3.9,658.0,0.5,1.63,1.05,299.0,0.27,8.6,7.1,7.4,91.0,128.0,19.0,midfoot,186.0,73.0,136.0,109.0
SH0909,P909,33,F,158.3,50.1,grass,spikes,0,14.94,Below Average,1704107040000,2.36,1.36,8.95,-0.312,-0.464,-0.243,3.6,3.92,3.82,3.6,3.04,2.68,168.0,3.9,505.0,0.23,1.38,0.81,161.0,0.32,9.1,9.4,9.1,62.0,86.0,15.0,forefoot,345.0,74.0,120.0,100.0
SH0910,P910,26,F,151.1,51.4,concrete,cross_trainers,0,13.46,Average,1704107070000,-1.06,0.69,8.98,0.537,-0.03,-0.425,3.02,3.6,3.11,3.73,2.87,2.97,167.0,3.8,569.0,0.35,1.26,0.94,203.0,0.07,9.1,9.6,8.1,84.0,97.0,9.0,midfoot,246.0,60.0,105.0,76.0
SH0911,P911,32,F,158.0,55.4,gym_floor,basketball_shoes,0,14.45,Below Average,1704107100000,-0.97,-0.28,8.54,0.26,-0.134,0.514,3.52,3.39,3.77,3.77,2.91,2.77,167.0,3.4,612.0,0.53,1.67,1.09,163.0,0.21,6.1,7.5,8.6,95.0,123.0,17.0,forefoot,113.0,79.0,156.0,128.0
SH0912,P912,30,F,173.2,57.0,grass,spikes,0,14.35,Below Average,1704107130000,-1.58,0.06,8.92,0.313,0.045,-1.158,3.17,3.87,3.65,3.66,3.06,2.79,148.0,3.1,513.0,0.45,1.43,1.39,166.0,0.15,9.8,8.9,9.9,69.0,84.0,25.0,forefoot,357.0,75.0,130.0,115.0
SH0913,P913,27,M,150.1,64.6,synthetic_track,cross_trainers,0,13.13,Average,1704107160000,-0.61,-1.02,10.1,-0.268,-0.213,0.634,3.65,3.13,3.12,3.23,3.58,3.05,193.0,4.5,506.0,0.45,1.3,1.09,176.0,0.35,9.3,8.3,6.5,78.0,122.0,14.0,forefoot,393.0,67.0,134.0,115.0
SH0914,P914,20,M,178.6,73.4,gym_floor,spikes,0,10.7,Very Good,1704107190000,1.72,0.5,8.82,-0.415,0.411,-0.507,2.85,2.53,2.55,2.77,4.21,3.74,168.0,3.9,573.0,0.26,1.66,0.9,253.0,0.28,6.1,8.3,8.1,91.0,108.0,8.0,midfoot,303.0,70.0,138.0,117.0
SH0915,P915,25,M,178.4,59.0,gym_floor,turf_shoes,0,10.83,Very Good,1704107220000,-0.04,-0.07,9.7,-0.753,0.49,0.519,2.53,2.66,2.75,2.9,3.58,3.69,180.0,4.0,458.0,0.53,1.38,1.18,182.0,0.19,6.4,8.2,8.3,89.0,89.0,15.0,heel,251.0,75.0,148.0,129.0
SH0916,P916,15,M,162.2,78.4,gym_floor,turf_shoes,0,12.78,Average,1704107250000,1.27,-1.32,9.14,-0.162,0.329,-0.188,2.86,3.23,3.13,3.56,3.66,3.13,161.0,4.0,654.0,0.33,1.8,1.04,270.0,0.12,6.6,7.8,9.8,74.0,136.0,10.0,forefoot,179.0,71.0,128.0,111.0
SH0917,P917,28,M,168.7,73.0,synthetic_track,basketball_shoes,0,12.79,Average,1704107280000,-0.03,-1.3,9.78,-0.11,-0.089,0.231,3.26,3.33,3.32,2.88,3.26,3.13,191.0,3.6,432.0,0.27,1.86,0.94,211.0,0.12,7.8,6.8,9.7,84.0,95.0,24.0,forefoot,299.0,67.0,139.0,106.0
SH0918,P918,17,M,194.8,75.9,concrete,turf_shoes,0,11.53,Good,1704107310000,-1.99,1.27,9.75,0.591,0.184,-0.716,3.21,3.07,3.06,2.19,3.62,3.47,187.0,4.0,468.0,0.43,1.28,1.34,233.0,0.21,9.5,9.0,9.7,94.0,108.0,19.0,forefoot,291.0,74.0,139.0,114.0
SH0919,P919,31,F,168.9,45.0,rubberized_floor,running_shoes,0,13.76,Below Average,1704107340000,2.26,0.25,9.42,0.468,-0.339,-0.285,3.31,3.6,3.27,3.59,2.87,2.91,144.0,3.1,418.0,0.38,1.69,1.32,173.0,0.39,9.3,7.1,6.5,84.0,83.0,10.0,forefoot,162.0,76.0,139.0,112.0
SH0920,P920,20,F,166.1,45.0,concrete,running_shoes,0,13.42,Average,1704107370000,0.45,0.65,9.24,0.008,0.34,-0.843,3.04,3.12,3.48,3.79,3.03,2.98,160.0,4.3,518.0,0.36,1.62,1.22,186.0,0.17,7.3,6.1,6.9,93.0,128.0,24.0,heel,230.0,65.0,127.0,94.0
SH0921,P921,31,F,165.6,45.0,gym_floor,running_shoes,0,13.76,Below Average,1704107400000,-0.57,-0.44,10.27,-0.705,0.472,-1.18,3.76,3.24,3.24,3.53,3.42,2.91,142.0,3.2,561.0,0.16,1.74,0.93,168.0,0.25,8.7,9.4,8.6,74.0,101.0,13.0,heel,323.0,63.0,122.0,100.0
SH0922,P922,31,M,166.6,56.7,rubberized_floor,cross_trainers,0,11.27,Very Good,1704107430000,0.5,-0.06,8.93,0.257,-0.166,0.369,2.79,2.64,2.67,3.16,3.39,3.55,155.0,3.1,623.0,0.46,1.49,0.86,187.0,0.1,9.3,8.7,7.8,76.0,133.0,11.0,forefoot,389.0,73.0,130.0,101.0
SH0923,P923,26,M,177.7,84.5,synthetic_track,cross_trainers,0,12.2,Good,1704107460000,1.65,1.36,9.5,0.168,0.109,0.675,3.21,2.83,3.02,3.15,3.7,3.28,189.0,4.4,581.0,0.21,1.66,1.28,259.0,0.32,9.0,8.5,6.1,85.0,126.0,15.0,heel,331.0,72.0,149.0,116.0
SH0924,P924,23,F,169.6,60.6,grass,turf_shoes,0,14.32,Below Average,1704107490000,0.14,-0.51,9.0,0.02,0.078,-0.613,3.91,3.48,3.66,3.28,3.26,2.79,158.0,3.9,497.0,0.36,1.35,0.97,181.0,0.08,8.1,9.2,7.7,83.0,105.0,10.0,midfoot,162.0,70.0,122.0,89.0
SH0925,P925,21,M,171.6,52.6,synthetic_track,running_shoes,0,11.06,Very Good,1704107520000,0.72,-0.55,8.72,0.204,0.416,-0.114,2.68,2.74,2.93,2.71,3.8,3.62,161.0,4.0,537.0,0.21,1.4,1.19,287.0,0.1,9.0,7.8,7.3,85.0,121.0,20.0,heel,318.0,66.0,120.0,97.0
SH0926,P926,32,F,163.4,60.1,grass,basketball_shoes,0,16.0,Below Average,1704107550000,1.15,1.03,9.61,0.36,-0.197,0.589,4.26,4.16,3.81,3.76,2.34,2.5,133.0,3.5,535.0,0.34,1.63,1.06,189.0,0.27,8.7,7.7,9.8,81.0,97.0,15.0,forefoot,152.0,70.0,125.0,106.0
SH0927,P927,21,F,150.0,45.0,concrete,spikes,1,13.34,Average,1704107580000,-2.06,-1.15,8.6,0.052,0.123,-0.232,3.15,3.08,3.56,3.54,3.36,3.0,142.0,3.8,534.0,0.26,1.4,0.89,234.0,0.24,7.3,8.5,9.9,61.0,130.0,9.0,heel,262.0,63.0,121.0,87.0
SH0928,P928,20,F,168.7,47.2,rubberized_floor,running_shoes,0,12.71,Average,1704107610000,-1.91,0.29,8.68,0.426,0.419,1.036,3.21,3.37,3.33,2.81,2.65,3.15,140.0,3.9,555.0,0.1,1.52,0.94,260.0,0.32,9.7,7.6,8.6,86.0,97.0,20.0,forefoot,279.0,60.0,110.0,77.0
SH0929,P929,31,F,158.4,45.0,grass,running_shoes,0,15.5,Below Average,1704107640000,-1.46,0.16,10.34,-0.278,-0.177,0.154,4.14,3.91,3.71,3.73,2.43,2.58,132.0,4.4,589.0,0.5,1.22,1.29,267.0,0.12,8.4,8.1,6.0,85.0,81.0,22.0,forefoot,171.0,65.0,112.0,87.0
SH0930,P930,23,F,160.1,74.0,concrete,turf_shoes,0,15.05,Below Average,1704107670000,-1.4,-0.27,8.75,0.42,-0.169,0.605,4.17,3.85,3.51,3.51,2.52,2.66,155.0,4.4,520.0,0.1,1.33,1.29,164.0,0.24,9.6,8.8,10.0,84.0,122.0,21.0,heel,208.0,61.0,115.0,87.0
SH0931,P931,22,F,166.2,52.4,concrete,turf_shoes,0,13.15,Average,1704107700000,-0.75,0.75,9.38,-0.525,-0.409,0.505,3.0,3.34,3.33,3.49,2.9,3.04,169.0,3.3,569.0,0.25,1.28,0.98,267.0,0.16,7.7,9.9,8.6,65.0,95.0,12.0,forefoot,202.0,77.0,157.0,135.0
SH0932,P932,15,F,162.4,67.9,synthetic_track,basketball_shoes,0,15.17,Below Average,1704107730000,-1.53,1.25,8.9,0.379,-0.152,-0.319,3.39,3.91,3.95,3.93,2.59,2.64,172.0,4.1,483.0,0.56,1.8,1.36,252.0,0.36,6.8,8.0,10.0,61.0,132.0,20.0,forefoot,108.0,65.0,142.0,113.0
SH0933,P933,22,M,174.2,79.7,grass,turf_shoes,0,13.03,Average,1704107760000,-1.48,-1.05,10.49,-0.266,-0.34,-1.18,3.27,3.43,3.17,3.16,2.81,3.07,199.0,3.1,672.0,0.46,1.73,0.92,238.0,0.4,7.6,7.3,6.4,80.0,113.0,9.0,forefoot,254.0,80.0,155.0,133.0
SH0934,P934,31,M,180.8,96.3,grass,cross_trainers,0,15.81,Below Average,1704107790000,0.93,0.56,10.08,-0.76,0.444,-1.032,4.03,3.69,3.9,4.19,2.51,2.53,160.0,4.2,513.0,0.16,1.75,1.04,251.0,0.07,8.4,6.8,8.4,89.0,132.0,9.0,midfoot,278.0,60.0,114.0,80.0
SH0935,P935,27,F,167.1,58.9,synthetic_track,spikes,0,12.3,Good,1704107820000,0.27,-1.12,9.73,0.496,0.253,-0.609,2.82,2.92,2.92,3.63,2.94,3.25,130.0,4.3,675.0,0.39,1.41,1.31,258.0,0.3,9.2,6.4,8.6,85.0,90.0,13.0,midfoot,370.0,66.0,107.0,74.0
SH0936,P936,30,F,159.3,45.0,grass,cross_trainers,0,14.84,Below Average,1704107850000,-0.77,-0.25,9.26,0.106,-0.421,1.132,3.31,3.47,3.61,4.45,3.17,2.69,153.0,4.5,637.0,0.32,1.62,1.22,191.0,0.38,6.7,9.7,8.1,82.0,109.0,18.0,midfoot,146.0,77.0,156.0,129.0
SH0937,P937,23,M,181.6,75.0,gym_floor,turf_shoes,0,10.68,Very Good,1704107880000,0.89,0.07,8.72,0.473,0.064,0.71,2.9,2.56,2.81,2.4,3.23,3.75,150.0,3.3,697.0,0.16,1.89,0.86,282.0,0.2,6.6,7.0,8.3,79.0,90.0,13.0,forefoot,223.0,72.0,123.0,91.0
SH0938,P938,22,M,189.3,63.7,grass,cross_trainers,0,12.06,Good,1704107910000,-0.53,1.25,9.82,-0.735,-0.485,-0.721,2.89,2.78,3.24,3.16,3.07,3.32,148.0,3.4,552.0,0.16,1.59,1.36,266.0,0.27,6.4,7.8,6.1,84.0,108.0,23.0,forefoot,254.0,74.0,135.0,116.0
SH0939,P939,22,F,157.7,55.3,gym_floor,running_shoes,0,13.55,Below Average,1704107940000,-1.91,0.39,10.29,-0.26,-0.278,0.943,3.48,3.42,3.55,3.09,3.18,2.95,143.0,4.1,520.0,0.6,1.51,1.27,154.0,0.13,7.0,7.1,9.7,77.0,104.0,19.0,forefoot,121.0,67.0,128.0,102.0
SH0940,P940,17,F,153.4,68.6,rubberized_floor,running_shoes,0,15.84,Below Average,1704107970000,-1.27,0.79,8.68,-0.483,0.239,-0.529,3.82,4.04,4.21,3.77,2.52,2.53,160.0,3.8,572.0,0.38,1.6,1.28,277.0,0.05,6.2,9.5,8.3,90.0,87.0,20.0,forefoot,304.0,73.0,119.0,94.0
SH0941,P941,32,M,178.7,49.6,concrete,basketball_shoes,0,12.75,Average,1704108000000,0.08,0.35,9.09,0.725,0.02,-0.762,3.24,3.24,3.0,3.27,2.65,3.14,176.0,4.4,443.0,0.59,1.91,1.28,243.0,0.35,6.8,6.6,7.8,68.0,109.0,19.0,forefoot,236.0,65.0,144.0,119.0
SH0942,P942,30,F,163.3,45.0,concrete,cross_trainers,0,13.9,Below Average,1704108030000,0.07,-0.73,8.9,-0.359,-0.497,0.168,3.16,3.2,3.3,4.24,2.75,2.88,170.0,4.2,534.0,0.27,1.73,1.1,176.0,0.19,9.6,6.2,9.3,67.0,122.0,20.0,forefoot,309.0,73.0,144.0,124.0
SH0943,P943,31,F,154.0,55.7,concrete,cross_trainers,0,14.89,Below Average,1704108060000,0.96,0.63,9.12,0.26,-0.133,1.067,3.6,3.68,3.62,3.99,2.52,2.69,161.0,4.4,637.0,0.16,1.65,1.34,285.0,0.23,6.4,8.0,9.5,61.0,86.0,18.0,forefoot,145.0,75.0,145.0,114.0
SH0944,P944,19,M,170.1,68.8,rubberized_floor,turf_shoes,0,11.15,Very Good,1704108090000,1.66,0.66,10.11,0.784,0.364,0.049,2.51,2.91,2.58,3.14,3.32,3.59,170.0,4.3,589.0,0.14,1.61,0.9,281.0,0.31,9.6,9.3,9.7,66.0,98.0,16.0,forefoot,335.0,65.0,110.0,85.0
SH0945,P945,32,M,178.9,59.8,rubberized_floor,basketball_shoes,0,12.83,Average,1704108120000,-2.18,1.39,8.5,-0.279,0.18,-1.092,3.29,3.13,2.96,3.45,2.6,3.12,141.0,4.3,564.0,0.15,2.0,0.9,260.0,0.17,8.7,9.8,7.4,71.0,92.0,22.0,forefoot,185.0,80.0,133.0,110.0
SH0946,P946,20,F,165.5,68.9,synthetic_track,spikes,0,12.57,Average,1704108150000,-0.94,-0.8,9.35,0.321,-0.457,-0.303,3.15,3.0,3.03,3.4,2.99,3.18,134.0,3.1,524.0,0.41,1.74,0.9,224.0,0.31,8.5,9.9,6.3,62.0,127.0,25.0,forefoot,347.0,68.0,113.0,88.0
SH0947,P947,15,M,175.3,60.6,gym_floor,turf_shoes,0,10.35,Excellent,1704108180000,-1.52,-0.42,8.86,0.377,-0.301,0.28,2.54,2.72,2.68,2.41,3.52,3.86,172.0,4.3,587.0,0.51,1.63,0.84,247.0,0.28,8.3,7.4,8.2,84.0,121.0,10.0,forefoot,289.0,68.0,139.0,121.0
SH0948,P948,25,F,155.8,60.5,rubberized_floor,basketball_shoes,0,13.86,Below Average,1704108210000,0.0,-0.7,9.32,-0.744,-0.463,-0.972,3.76,3.27,3.4,3.43,2.97,2.89,134.0,3.2,533.0,0.42,1.97,1.21,181.0,0.09,9.9,7.7,9.6,85.0,102.0,13.0,midfoot,200.0,71.0,123.0,93.0
SH0949,P949,23,M,177.9,46.8,grass,turf_shoes,0,11.75,Good,1704108240000,-1.42,-0.71,9.65,0.077,-0.226,0.466,2.6,2.8,2.73,3.62,3.93,3.4,174.0,4.0,505.0,0.18,1.47,1.0,267.0,0.34,9.3,6.8,8.2,83.0,98.0,22.0,midfoot,311.0,61.0,103.0,74.0
SH0950,P950,25,F,165.3,59.7,gym_floor,turf_shoes,0,12.93,Average,1704108270000,-0.98,0.53,9.92,0.281,0.447,-0.319,3.08,3.4,3.15,3.3,2.52,3.09,169.0,3.1,630.0,0.43,1.74,1.09,294.0,0.21,8.7,9.7,8.9,78.0,96.0,25.0,forefoot,208.0,66.0,121.0,88.0
SH0951,P951,28,F,166.9,55.8,grass,turf_shoes,0,14.82,Below Average,1704108300000,0.11,-0.57,9.4,-0.121,-0.24,-0.505,4.14,3.63,3.68,3.37,2.36,2.7,134.0,3.6,557.0,0.46,1.37,0.91,294.0,0.37,7.5,9.3,8.5,65.0,83.0,15.0,forefoot,255.0,63.0,108.0,92.0
SH0952,P952,20,M,173.1,67.1,rubberized_floor,cross_trainers,0,11.05,Very Good,1704108330000,-2.05,1.13,10.42,-0.381,-0.196,-0.33,2.96,2.69,2.71,2.69,3.62,3.62,183.0,4.4,580.0,0.46,1.82,1.25,230.0,0.24,7.3,9.0,9.1,87.0,129.0,14.0,midfoot,344.0,65.0,133.0,115.0
SH0953,P953,23,M,176.3,59.7,rubberized_floor,turf_shoes,0,10.65,Very Good,1704108360000,1.8,1.03,10.25,0.43,0.343,-0.778,2.9,2.75,2.82,2.17,3.46,3.76,148.0,3.6,465.0,0.24,1.21,0.97,207.0,0.07,7.5,6.4,8.3,85.0,124.0,22.0,forefoot,391.0,78.0,140.0,116.0
SH0954,P954,21,M,185.4,78.3,gym_floor,turf_shoes,0,10.94,Very Good,1704108390000,0.47,1.48,10.21,0.726,-0.172,-0.842,2.48,2.74,2.92,2.8,4.09,3.66,170.0,4.2,593.0,0.11,1.78,1.37,287.0,0.11,8.0,7.4,8.6,74.0,89.0,16.0,forefoot,383.0,68.0,131.0,98.0
SH0955,P955,20,F,170.2,46.1,concrete,cross_trainers,0,13.0,Average,1704108420000,-1.68,0.01,9.21,-0.374,0.473,0.005,3.16,3.24,3.3,3.29,3.52,3.08,168.0,4.3,642.0,0.14,1.92,1.36,232.0,0.34,8.4,6.7,9.3,89.0,85.0,18.0,forefoot,384.0,66.0,114.0,81.0
SH0956,P956,31,F,170.1,62.5,concrete,basketball_shoes,0,14.41,Below Average,1704108450000,-1.0,0.2,9.73,-0.132,0.475,-0.884,3.99,3.55,3.51,3.36,2.65,2.78,150.0,3.3,496.0,0.15,1.32,0.9,244.0,0.05,6.8,7.7,8.5,92.0,129.0,24.0,forefoot,299.0,63.0,136.0,118.0
SH0957,P957,33,M,174.1,45.4,concrete,running_shoes,0,12.96,Average,1704108480000,-1.99,-0.23,10.35,0.596,0.091,0.174,3.21,3.05,3.21,3.5,2.61,3.09,150.0,4.1,509.0,0.18,1.59,1.22,158.0,0.26,6.9,6.3,8.3,86.0,100.0,16.0,heel,241.0,80.0,126.0,97.0
SH0958,P958,16,M,191.6,80.4,grass,turf_shoes,0,12.7,Average,1704108510000,-2.04,-0.66,8.76,0.693,-0.073,0.984,3.09,3.39,3.05,3.18,2.89,3.15,182.0,4.1,533.0,0.24,1.22,1.02,260.0,0.3,6.2,9.6,9.8,68.0,84.0,22.0,forefoot,304.0,76.0,132.0,114.0
SH0959,P959,18,F,160.4,72.2,grass,basketball_shoes,0,16.0,Below Average,1704108540000,-1.41,-0.99,9.99,0.12,-0.095,-0.019,4.0,3.79,3.93,4.28,2.55,2.5,146.0,3.4,462.0,0.6,1.26,1.19,210.0,0.34,6.7,9.4,9.7,69.0,88.0,13.0,forefoot,219.0,67.0,124.0,95.0
SH0960,P960,32,F,170.8,45.0,grass,running_shoes,0,15.54,Below Average,1704108570000,-2.2,-1.1,9.52,-0.424,0.378,-0.784,3.43,3.87,3.7,4.53,2.08,2.57,161.0,3.9,603.0,0.23,1.26,1.25,248.0,0.09,8.3,9.4,7.0,70.0,119.0,22.0,forefoot,340.0,74.0,128.0,95.0
SH0961,P961,26,M,192.6,71.6,rubberized_floor,spikes,0,9.75,Excellent,1704108600000,1.74,-0.62,8.57,0.608,0.325,-0.32,2.49,2.25,2.49,2.51,3.59,4.1,180.0,3.7,458.0,0.19,1.28,0.99,257.0,0.3,7.9,8.6,6.0,76.0,101.0,22.0,midfoot,395.0,67.0,144.0,127.0
SH0962,P962,32,M,172.7,58.7,grass,basketball_shoes,0,13.35,Average,1704108630000,-0.3,0.38,8.84,0.586,0.052,0.97,3.12,3.18,3.45,3.61,2.4,3.0,171.0,3.4,586.0,0.34,1.57,1.21,262.0,0.36,6.0,8.3,8.4,75.0,101.0,10.0,forefoot,121.0,76.0,148.0,125.0
SH0963,P963,31,F,158.2,54.6,concrete,running_shoes,0,14.46,Below Average,1704108660000,-1.21,-0.82,8.54,0.123,-0.35,-1.17,3.43,3.52,3.45,4.06,2.33,2.77,139.0,3.1,559.0,0.25,1.89,1.21,184.0,0.3,9.5,6.4,7.8,94.0,129.0,9.0,forefoot,109.0,61.0,104.0,83.0
SH0964,P964,24,F,152.1,49.8,gym_floor,cross_trainers,0,12.36,Good,1704108690000,-0.48,0.81,8.78,-0.548,0.127,0.172,2.96,3.12,3.04,3.25,2.79,3.24,139.0,4.4,546.0,0.25,1.76,1.01,261.0,0.06,7.7,6.9,9.0,62.0,135.0,23.0,forefoot,248.0,76.0,122.0,94.0
SH0965,P965,25,F,173.8,56.3,rubberized_floor,spikes,0,12.19,Good,1704108720000,0.28,1.02,9.85,0.608,0.387,-0.22,2.77,2.82,3.14,3.47,2.81,3.28,163.0,3.9,567.0,0.53,1.26,0.86,261.0,0.36,9.5,8.0,7.1,84.0,128.0,13.0,forefoot,359.0,72.0,122.0,96.0
SH0966,P966,17,M,171.7,57.4,gym_floor,basketball_shoes,0,12.23,Good,1704108750000,0.77,-1.37,9.11,0.278,-0.351,-0.667,3.11,2.89,3.05,3.18,3.77,3.27,165.0,3.7,516.0,0.15,1.29,1.38,248.0,0.09,9.9,7.7,9.2,70.0,99.0,18.0,forefoot,377.0,76.0,150.0,117.0
